date,state,district_or_nearest_town,latitude,longitude,coordinate_quality,description,source_citation,is_landslide,parsed_date,elevation,slope,aspect,ndvi,rainfall_24h,rainfall_72h,soil_moisture,lithology_class
2011-09-18,Sikkim,"Lachung, North Sikkim (then)",27.67877,88.73614,exact,Earthquake-triggered rock fall; part of the large 18 Sep 2011 Sikkim earthquake landslide inventory.,S1,1,2011-09-18,2605.0,15.434725761413574,96.73405456542969,0.5,12.799999460577965,17.029999345541,0.65,2
2011-09-18,Sikkim,"Chumsang, North Sikkim (then)",27.68411,88.73796,exact,Earthquake-triggered rock/debris slide recorded during field GPS survey.,S1,1,2011-09-18,2656.0,55.17410659790039,111.81644439697266,0.5,12.799999460577965,17.029999345541,0.65,2
2011-09-18,Sikkim,"Bitchu, North Sikkim (then)",27.6753,88.73307,exact,Earthquake-triggered debris slide recorded in North Sikkim.,S1,1,2011-09-18,2600.0,42.006927490234375,127.670166015625,0.5,12.799999460577965,17.029999345541,0.65,2
2011-09-18,Sikkim,"Lachung Chu, North Sikkim (then)",27.64941,88.71968,exact,Earthquake-triggered rock/debris slide along the Lachung road corridor.,S1,1,2011-09-18,2353.0,21.31650733947754,117.15027618408203,0.5,20.159999484196305,38.929998986423016,0.65,2
2011-09-18,Sikkim,"Khedum, North Sikkim (then)",27.6294,88.69583,exact,Earthquake-triggered rock/debris slide.,S1,1,2011-09-18,2088.0,38.041656494140625,166.49606323242188,0.5,20.159999484196305,38.929998986423016,0.65,2
2011-09-18,Sikkim,"Malten, North Sikkim (then)",27.62712,88.68282,exact,Earthquake-triggered rock/debris slide.,S1,1,2011-09-18,2021.0,45.67693328857422,185.11880493164062,0.5,20.159999484196305,38.929998986423016,0.65,2
2011-09-18,Sikkim,"Bop, North Sikkim (then)",27.61216,88.6563,exact,Earthquake-triggered rock/debris slide.,S1,1,2011-09-18,1698.0,34.70017623901367,142.64114379882812,0.5,11.219999875873327,43.289998691529036,0.65,2
2011-09-18,Sikkim,"Rangmarange, North Sikkim (then)",27.61052,88.63923,exact,Earthquake-triggered rock fall/debris slide affecting road infrastructure.,S1,1,2011-09-18,1681.0,41.38556671142578,193.18222045898438,0.5,11.219999875873327,43.289998691529036,0.65,2
2011-09-18,Sikkim,"Firing, North Sikkim (then)",27.62235,88.61857,exact,Earthquake-triggered rock fall recorded during post-earthquake field survey.,S1,1,2011-09-18,1782.0,63.34345626831055,88.60306549072266,0.5,11.219999875873327,43.289998691529036,0.65,2
2011-09-18,Sikkim,"Munshithang, North Sikkim (then)",27.63849,88.61434,exact,Earthquake-triggered debris slide.,S1,1,2011-09-18,1882.0,34.888702392578125,229.4582061767578,0.5,11.219999875873327,43.289998691529036,0.65,2
2011-09-18,Sikkim,"Chaten, North Sikkim (then)",27.72273,88.55279,exact,Earthquake-triggered debris slide on the Chungthang-Lachen corridor.,S1,1,2011-09-18,2676.0,28.7661075592041,27.7973575592041,0.5,8.459999781101942,15.829999644309282,0.65,2
2011-09-18,Sikkim,"Lachen, North Sikkim (then)",27.7315,88.54865,exact,Earthquake-triggered debris slide/rock fall around Lachen.,S1,1,2011-09-18,2716.0,20.07684326171875,108.0613021850586,0.5,8.459999781101942,15.829999644309282,0.65,2
2011-09-18,Sikkim,"Chungthang Bazar, North Sikkim (then)",27.60286,88.64701,exact,Earthquake-triggered rock fall at Chungthang Bazar.,S1,1,2011-09-18,1592.0,6.789577007293701,197.8699188232422,0.5,11.219999875873327,43.289998691529036,0.65,2
2018-06-15/16,Assam,"Mahur, Dima Hasao",25.18308,93.11339,approx-town,"Heavy rainfall triggered landslides across Dima Hasao; Mahur was specifically reported among affected locations, with road/house damage and a death in the district cluster.",S2,1,2018-06-15,597.0,14.077143669128418,205.34149169921875,0.5,165.67999783158302,659.4199887514114,0.65,2
2018-06-15/16,Assam,"Harangajao, Dima Hasao",25.1167,92.85715,approx-town,Rainfall-triggered landslide during the June 2018 Dima Hasao disaster; rail and road connectivity were disrupted.,S2,1,2018-06-15,147.0,2.247710943222046,245.6426544189453,0.5,185.4399959873408,722.7799845319241,0.65,2
2018-06-15/16,Assam,"Maibang, Dima Hasao",25.3021,93.1333,approx-town,Rainfall-triggered landslide during widespread June 2018 rainfall; substantial housing/infrastructure damage reported in the Dima Hasao cluster.,S2,1,2018-06-15,329.0,30.10329818725586,35.930606842041016,0.5,155.39999684505165,704.5599818956107,0.65,2
2022-05-14,Assam,"Hokai Pungchi, near Haflong, Dima Hasao",25.1645,93.0176,approx-town,Major rainfall-triggered landslide flattened houses at Hokai Pungchi; three people were killed in the incident/cluster.,S3,1,2022-05-14,686.0,4.7384934425354,167.5394287109375,0.6318807601928711,149.5599978864193,404.0899896658957,0.65,2
2022-05-14,Assam,"New Haflong Railway Station, Dima Hasao",25.1645,93.0176,approx-town,Multiple rainfall-triggered debris flows buried portions of New Haflong railway station and overturned/buried train coaches.,S4,1,2022-05-14,686.0,4.7384934425354,167.5394287109375,0.6318807601928711,149.5599978864193,404.0899896658957,0.65,2
2018-07-11,Manipur,"New Salem, Tamenglong",24.98793,93.49529,approx-town,Torrential-rain-triggered landslides struck New Salem and nearby villages; five children from one family were among the fatalities.,S5,1,2018-07-11,1133.0,21.41305923461914,245.62001037597656,0.5,99.25999648310244,124.95999594964087,0.65,2
2024-07-29,Manipur,"Dimthanlong Village, Tamenglong",24.98793,93.49529,approx-town,Heavy-rainfall-triggered landslide struck a house in Dimthanlong Ward 3; a mother and her two-year-old child were killed and two others injured.,S6,1,2024-07-29,1133.0,21.41305923461914,245.62001037597656,0.5,0.6399999856948853,3.079999953508377,0.65,2
2022-04-04,Meghalaya,"Umblai Village, East Khasi Hills",25.35861,91.97208,exact,Rainfall-triggered rapid debris slide; GSI measured approximately 68 m2 area and 34 m3 volume. Two houses and two shops were damaged according to district authorities.,S7,1,2022-04-04,1166.0,24.180713653564453,253.23690795898438,0.1646803915500641,34.659999176859856,67.171998469159,0.65,2
2022-04-04,Meghalaya,"Lynshing Village, East Khasi Hills",25.39611,91.99194,exact,"Rainfall-triggered rapid deep rotational slide along the Mawkynrew-Lynshing road; GSI recorded approximately 972 m2 area and 5,832 m3 volume.",S8,1,2022-04-04,1436.0,25.189769744873047,298.80523681640625,0.3989406228065491,43.20999917015433,80.65199812874198,0.65,2
2023-10-08,Meghalaya,"Pynthor Langtein, West Jaintia Hills",25.45,92.2,approx-village,Incessant rain triggered a landslide that partially buried a house; four members of one family were killed.,S9,1,2023-10-08,1392.0,4.204488277435303,102.72074127197266,0.6187086701393127,32.269999265670776,296.3199930638075,0.65,2
2019-07/2019,Nagaland,"Bhandari, Wokha",26.333,94.5,approx-town,GSI investigation found a slide about 2 km southeast of Bhandari; multi-temporal imagery indicated initiation in July 2017 and reactivation in 2018 and 2019.,S10,1,2019-07-01,1234.0,11.291082382202148,26.892967224121094,0.41182076930999756,52.16999898850918,55.79999880492687,0.65,2
2021-09-08,Nagaland,"Chumukedima-Ghaspani, near Patkai Bridge",25.78181,93.80181,exact,Landslide along NH-29 after monsoon rainfall; GSI investigated the site the following day and documented the geological and geotechnical setting.,S11,1,2021-09-08,270.0,37.84813690185547,310.2273864746094,0.023514628410339355,41.739998646080494,53.02999809756875,0.65,2
2020-07-10,Arunachal Pradesh,"Tigdo, near Doimukh, Papum Pare",27.13469,93.74347,exact,Heavy rainfall combined with steep/improper slope cutting triggered a sudden debris-flow/translation slide; four people died and a house was destroyed.,S12,1,2020-07-10,131.0,2.788079023361206,48.33294677734375,0.5,151.94999797083437,434.1599890310317,0.65,2
2021-06/07,Arunachal Pradesh,"Chimpu-Hollongi Road, Papum Pare",27.03106,93.62292,exact,"Heavy rainfall and unplanned road-cutting triggered landslides along NH-415, damaging the road and disrupting traffic.",S13,1,2021-06-01,312.0,8.989692687988281,144.9446563720703,0.06733285635709763,38.41999910026789,69.01999815553427,0.65,2
2018-06,Mizoram,"Lunglawn, Lunglei",22.87252,92.75237,approx-village,Monsoon rainfall triggered a fatal landslide in Lunglawn/Lunglei; contemporary reporting recorded ten deaths in the Lunglawn event.,S14,1,2018-06-01,1151.0,10.948040008544922,114.73486328125,0.5,22.759999722242355,61.6899990811944,0.65,2
2023-06-16,Mizoram,"Hunthar, western Aizawl",23.744,92.703,approx-locality,Heavy/incessant rain triggered a major landslide on NH-6 at Hunthar on the western outskirts of Aizawl; traffic was disrupted and no fatalities were initially reported.,S15,1,2023-06-16,879.0,30.9232120513916,341.05010986328125,0.10148321837186813,52.24999916553497,193.11999581754208,0.65,2
2018-05-18,Tripura,"Thambukbari, Mohanpur, West Tripura",23.98978,91.40698,approx-village,Pre-monsoon rainfall triggered a landslide that struck a house in Thambukbari; three members of one family and another man died.,S16,1,2018-05-18,44.0,2.748049259185791,312.41534423828125,0.6642378568649292,122.04999826848507,177.37999607622623,0.65,2
2018-05-20,Tripura,"Dhanlekha Kaipengpara, Gomati",23.533,91.483,approx-district-town,Heavy-rainfall-triggered landslide caused collapse of mud walls of a house; a 17-year-old girl died and three others were seriously injured.,S17,1,2018-05-20,28.0,1.3721920251846313,132.51553344726562,0.6105100512504578,62.20999874174595,112.45999699831009,0.65,2
,,,26.475987589205186,88.225096797004,generated,,,0,2011-09-18,76.0,0.9274099469184875,180.0,0.5,25.25,46.53,0.35,2
,,,23.714242976624334,89.2558413567263,generated,,,0,2011-09-18,15.0,5.04762077331543,203.6000213623047,0.5,15.79,50.32,0.35,2
,,,26.73689641196038,96.0296161093436,generated,,,0,2011-09-18,723.0,18.940000534057617,328.11566162109375,0.5,13.339999705553055,52.519998379051685,0.65,2
,,,26.133447587143277,88.28604411533605,generated,,,0,2011-09-18,56.0,3.2316832542419434,106.66018676757812,0.5,17.77,40.79,0.35,2
,,,23.530465823625224,92.54819759293026,generated,,,0,2011-09-18,411.0,11.393135070800781,241.18438720703125,0.5,5.029999807476997,15.719999510794878,0.65,2
,,,25.92871544057029,94.44417651630164,generated,,,0,2023-10-08,1577.0,24.70021629333496,311.96630859375,0.3562462627887726,18.469999618828297,53.599998615682125,0.65,2
,,,25.814590364222518,89.98396559836627,generated,,,0,2018-07-11,48.0,6.339724063873291,150.95098876953125,0.5,10.099999757483602,36.729999627918005,0.65,2
,,,23.94733495761464,95.8237028871364,generated,,,0,2021-09-08,497.0,19.303939819335938,106.09847259521484,0.8849635124206543,16.719999492168427,86.30999704822898,0.65,2
,,,27.640734762829656,94.28325455489404,generated,,,0,2011-09-18,735.0,40.116050720214844,357.51397705078125,0.5,14.309999451041222,53.419998079538345,0.65,2
,,,23.945099391701493,89.9378238589683,generated,,,0,2021-09-08,8.0,2.7475271224975586,312.42529296875,-0.6304348111152649,8.869999894872308,36.53999936953187,0.65,2
,,,24.356161815788386,88.83471259042133,generated,,,0,2011-09-18,18.0,1.0179951190948486,90.0,0.5,17.48,51.16,0.35,2
,,,24.5128556633924,91.09560150231074,generated,,,0,2011-09-18,8.0,1.3779051303863525,227.7019805908203,0.5,27.239999340847135,107.2799971383065,0.65,2
,,,27.64989791292066,94.56758608024435,generated,,,0,2022-05-14,394.0,42.394962310791016,67.04039764404297,0.7825227379798889,63.599998503923416,153.26999753527343,0.65,2
,,,22.873783139972467,96.30065834825344,generated,,,0,2011-09-18,1029.0,10.330565452575684,285.4512634277344,0.5,66.52999979071319,84.95999941788614,0.65,2
,,,25.86428441891259,95.46464197827696,generated,,,0,2024-07-29,424.0,16.222867965698242,59.95222091674805,0.5,3.0499999672174454,4.509999956935644,0.65,2
,,,28.198162235557646,91.25471523550279,generated,,,0,2011-09-18,3806.0,19.205862045288086,201.65965270996094,0.5,1.5899999514222145,1.5899999514222145,0.65,2
,,,26.932002853504464,88.41241945290096,generated,,,0,2011-09-18,972.0,20.598539352416992,133.5607452392578,0.5,14.47,24.97,0.35,2
,,,27.411478385520844,96.86699368594682,generated,,,0,2018-06-01,2526.0,13.602953910827637,281.577392578125,0.5,1.2300000041723251,62.24999834038317,0.65,2
,,,23.629536204527213,88.90901286468757,generated,,,0,2011-09-18,17.0,1.372739553451538,227.50543212890625,0.5,16.6,51.3,0.35,2
,,,25.173872116579048,95.50699383976675,generated,,,0,2011-09-18,263.0,10.863086700439453,158.10980224609375,0.5,10.349999867379665,69.5799982957542,0.65,2
,,,24.59126676981818,89.88556327694339,generated,,,0,2011-09-18,14.0,0.0,0.0,0.5,49.869998425245285,197.8199953455478,0.65,2
,,,26.91274219420986,94.15192898983001,generated,,,0,2011-09-18,84.0,2.9678730964660645,20.4967098236084,0.5,30.539999198168516,66.88999838754535,0.65,2
,,,26.263917039668918,89.54024783378287,generated,,,0,2019-07-01,39.0,0.0,0.0,0.5,1.719999998807907,45.21999859251082,0.65,2
,,,23.713676476059984,92.16034190666004,generated,,,0,2011-09-18,190.0,11.478254318237305,135.84703063964844,0.5,44.049999598413706,87.2399989105761,0.65,2
,,,28.92666345445617,93.75999783868684,generated,,,0,2022-05-14,3728.0,24.555152893066406,211.75245666503906,0.33901917934417725,0.3999999761581421,26.529999412596226,0.65,2
,,,23.537306217791883,90.91854460973789,generated,,,0,2021-09-08,8.0,1.3722171783447266,227.48544311523438,0.3938506543636322,2.7299999594688416,79.86999806016684,0.65,2
,,,27.43199938082371,90.06143264767694,generated,,,0,2011-09-18,3417.0,22.518463134765625,153.90139770507812,0.5,64.48999869078398,96.08999824523926,0.65,2
,,,27.6353206053985,91.61048308320096,generated,,,0,2011-09-18,2414.0,15.092628479003906,212.82254028320312,0.5,15.999999787658453,20.44999959692359,0.65,2
,,,23.476879905104283,96.48618742901549,generated,,,0,2023-06-16,155.0,2.0215513706207275,270.0,0.7072320580482483,0.0,10.509999739006162,0.65,2
,,,27.025399895032834,89.91363889648727,generated,,,0,2018-06-15,1342.0,29.831584930419922,130.48695373535156,0.5,10.009999638423324,206.7399980314076,0.65,2
,,,24.76942330742465,96.2309283076649,generated,,,0,2018-06-15,957.0,20.236406326293945,157.23948669433594,0.5,11.529999822378159,143.0799967609346,0.65,2
,,,23.00010113309444,89.25667287572956,generated,,,0,2019-07-01,8.0,0.9274099469184875,0.0,0.5606098771095276,4.7199998795986176,29.299999177455902,0.65,2
,,,25.929576939142056,90.36467447670641,generated,,,0,2018-07-11,80.0,16.44586181640625,102.6712646484375,0.5,4.569999873638153,14.03999948501587,0.65,2
,,,24.999036791062057,93.2517963245109,generated,,,0,2011-09-18,126.0,20.116615295410156,77.23356628417969,0.5,0.2699999902397394,52.17999906279147,0.65,2
,,,23.535245314100983,96.97783845845599,generated,,,0,2022-05-14,252.0,6.647252082824707,294.6270751953125,0.8304412364959717,18.749999150633812,95.4099970459938,0.65,2
,,,25.454610844227417,94.80203941780364,generated,,,0,2018-06-01,2379.0,27.389219284057617,151.02430725097656,0.5,1.559999953955412,79.28999822959304,0.65,2
,,,22.767543912454613,93.64701437532781,generated,,,0,2020-07-10,1321.0,20.65517234802246,329.1849365234375,-0.01128977071493864,8.779999792575836,52.91999922692776,0.65,2
,,,26.76336849447429,93.36768127658776,generated,,,0,2011-09-18,67.0,0.9274099469184875,0.0,0.5,14.399999648332596,36.87999987602234,0.65,2
,,,24.671335005545757,96.96509242216086,generated,,,0,2022-05-14,282.0,2.116276979446411,208.8207550048828,0.5845226645469666,24.79,49.05,0.35,2
,,,23.759898839872694,92.97903306593759,generated,,,0,2018-05-20,817.0,28.77773094177246,266.6207275390625,0.6919431090354919,0.0,0.3999999910593033,0.65,2
,,,22.080367153599738,94.48649637424175,generated,,,0,2022-04-04,258.0,2.727071762084961,132.81991577148438,0.19982078671455383,0.0,16.25799984484911,0.65,2
,,,28.19351915090376,94.75790019632448,generated,,,0,2021-09-08,391.0,11.182941436767578,10.708301544189453,0.9001995921134949,48.179998964071274,74.20999854430556,0.65,2
,,,26.486732590058658,89.00396956236288,generated,,,0,2018-06-15,69.0,0.0,0.0,0.5,4.67999991774559,121.31999585032463,0.65,2
,,,23.10710428041269,88.02920784491556,generated,,,0,2019-07-01,21.0,0.9274099469184875,0.0,0.259676992893219,0.0,12.009999610483646,0.65,2
,,,28.130970582647358,90.37050145675981,generated,,,0,2022-05-14,5029.0,5.645120143890381,190.7021942138672,-0.03706090897321701,12.48999972641468,21.189999625086784,0.65,2
,,,27.333735393364453,92.56913507143892,generated,,,0,2011-09-18,1225.0,9.358137130737305,95.63712310791016,0.5,16.36,23.14,0.35,2
,,,28.09362998885737,90.6860031230377,generated,,,0,2022-04-04,5256.0,20.19507598876953,116.10945892333984,0.029439695179462433,0.4899999797344208,3.0909999534487724,0.65,2
,,,25.55364017384344,89.7901999158826,generated,,,0,2011-09-18,18.0,0.0,0.0,0.5,26.98,53.77,0.35,2
,,,27.33757560052606,92.85441127107663,generated,,,0,2021-09-08,1661.0,36.32346725463867,14.351079940795898,0.5,24.86999973654747,125.80999703519046,0.65,2
,,,28.457038564327924,96.26644144956131,generated,,,0,2024-07-29,3575.0,29.241641998291016,218.6742401123047,0.5,32.07999928295612,41.82999900355935,0.65,2
,,,24.26909239903271,88.17529068147249,generated,,,0,2018-05-18,34.0,1.8543341159820557,0.0,0.6108575463294983,0.0,0.0,0.65,2
,,,24.540865370266534,96.8678924104943,generated,,,0,2020-07-10,238.0,2.754554510116577,227.70835876464844,0.7084529399871826,12.929999792948365,79.77999817579985,0.65,2
,,,24.15259887781863,88.52132649844769,generated,,,0,2023-06-16,19.0,0.9274099469184875,180.0,0.8201687335968018,3.6800000071525574,3.8799999952316284,0.65,2
,,,25.97149860582237,88.7088134346223,generated,,,0,2019-07-01,50.0,1.8543341159820557,180.0,0.8254799246788025,1.269999984651804,44.07999937981367,0.65,2
,,,25.4019332432163,88.62291266621546,generated,,,0,2021-09-08,31.0,1.3833746910095215,132.0921630859375,0.5,4.849999872967601,35.03999915346503,0.65,2
,,,25.72894318670661,89.13184460368397,generated,,,0,2022-04-04,37.0,0.9274099469184875,0.0,0.6575911641120911,45.30999916046858,63.39499866217375,0.65,2
,,,25.32697664669112,92.9482323414545,generated,,,0,2011-09-18,205.0,10.261177062988281,36.41105651855469,0.5,5.33999983407557,43.93999923951924,0.65,2
,,,25.69371651192778,93.45934525734366,generated,,,0,2018-05-20,270.0,5.214756011962891,79.78353881835938,0.7330895662307739,6.619999721646309,9.95999962836504,0.65,2
,,,23.482587438094576,92.85366479901512,generated,,,0,2019-07-01,936.0,28.28323745727539,338.84954833984375,-0.06349583715200424,1.6099999845027924,1.9899999797344208,0.65,2
,,,26.82907342469735,94.4165407553721,generated,,,0,2011-09-18,94.0,3.1150386333465576,90.0,0.5,8.889999747276306,52.05999889411032,0.65,2
,,,28.966045496626265,93.84890251875508,generated,,,0,2018-06-15,3460.0,42.44163131713867,136.53402709960938,0.5,7.249999821186066,13.509999796748161,0.65,2
,,,28.297298592500617,92.06337527252016,generated,,,0,2011-09-18,4804.0,15.381705284118652,110.67436218261719,0.5,9.729999840259552,9.729999840259552,0.65,2
,,,23.5728813592209,91.0427700593271,generated,,,0,2018-07-11,9.0,0.0,0.0,0.36554861068725586,2.989999918267131,5.849999891594052,0.65,2
,,,25.87745065697136,93.29596102969316,generated,,,0,2011-09-18,163.0,5.837088108062744,61.638160705566406,0.5,0.17000000178813934,19.049999579787254,0.65,2
,,,22.496951602063227,93.67992661543089,generated,,,0,2011-09-18,1493.0,33.66360092163086,91.39276885986328,0.5,0.9199999645352364,24.159999188035727,0.65,2
,,,22.471802296772154,88.28271662247717,generated,,,0,2011-09-18,5.0,2.2102198600769043,65.2014389038086,0.5,78.4999979287386,179.59999520517886,0.65,2
